"idx","news_date","news_title","news_text_sm","url_in","news_writer","tags_string","thumb_addr"
50,"2023.05.30 17:10",“중대 전환점에 들어선 인공지능(AI/ML) 트렌드 어떻게 활용할 것인가?”,인류의 역사를 통틀어 기술혁명의 순간이 산업과 세계를 바꾼 순간들이 있었다. 1455년의 인쇄기의 발명부터 1974년 인터넷의 출현까지 우리가 살아가고 일하며 생각하는 방식을 바꿔 왔다. 오늘날 인공지능(AI)과 머신러닝(ML)의 급속한 진화는 또 다른 변혁의 시대의 예고하고 있다.1455년에 요하네스 구텐베르크가 인쇄기를 발명했고 1765년에 제임스 와트가 증기기관을 만들었다. 1876년에는 알렉산더 그레이엄 벨이 최초의 전화를 설계했다.20세기에 들어서는 1937년에 최초의 컴퓨터가 등장했고 1974년에는 개인용 컴퓨터와 인터넷,https://www.itbiznews.com//news/articleView.html?idxno=100574&page=3&total=6183,최태우,"#AI/ML,#오픈소스,#컴퓨팅파워,#챗GPT,#자동화,#클라우드,#레드햇",https://www.cwn.kr./thumbnail/202305/100574_96503_2559_v150.jpg
51,"2023.05.30 15:02",KT 롯데온과 운송 플랫폼 ‘리스포’ 확대 적용한다,KT가 롯데그룹의 전자상거래(e커머스) 플랫폼인 롯데온과 손잡고 인공지능(AI)과 빅데이터 기반 알고리즘을 활용 운송 최적화부터 배송 효율화까지 가능한 디지털 물류 솔루션 패키지를 적용한다고 30일 밝혔다.양사는 앞서 지난 1월부터 전국 70여개 롯데마트 온라인 주문 배송업무에 AI 운송 최적화 플랫폼인 리스포(LIS’FO)를 적용해 운송 거리는 최대 22% 운행 시간은 최대 11% 절감한 바 있으며 이번에는 배송 기사 맞춤형 앱을 추가로 제공한다.배송기사 맞춤형 앱은 리스포 플랫폼과 연동이 가능하다. 배송기사는 최적화된 운송,https://www.itbiznews.com//news/articleView.html?idxno=100587&page=3&total=6183,김소현,"#디지털 물류,#최적화 알고리즘,#빅데이터,#리스포,#롯데온,#KT",https://www.cwn.kr./thumbnail/202305/100587_96519_3845_v150.jpg
52,"2023.05.30 14:37",지에스아이엘 삼성엔지니어링 사우디법인과 스마트 안전 솔루션 계약 체결,지에스아이엘이 삼성엔지니어링 사우디아라비아 현지법인과 아람코(Aramco) 자푸라 프로젝트(JFGP) 내 스마트 안전 솔루션 4S(Smart Site Safety Solution) 도입에 관한 계약을 체결했다고 30일 밝혔다. 지에스아이엘은 “이번 계약은 사우디 국영석유기업인 아람코의 프로젝트 현장 도입에 국내 스마트 안전기술의 우수성을 인정받은 가운데 진행된 것”이라며 “지에스아이엘 본사에 아람코 담당자 방문 및 아람코 사우디 자푸라 현장 답사 시연 등 수차례에 걸친 후 체결됐다”고 전했다.‘Smart Site Safety So,https://www.itbiznews.com//news/articleView.html?idxno=100590&page=3&total=6183,최태우,"#안전관리,#플랫폼,#아람코,#자프라 프로젝트,#삼성엔지니어링,#지에스아이엘",https://www.cwn.kr./thumbnail/202305/100590_96522_523_v150.jpg
53,"2023.05.30 13:00",SK하이닉스 10나노급 5세대 DDR5 인텔 데이터센터 호환성 검증 돌입,SK하이닉스가 10나노급 5세대(1b) D램 기술 개발을 완료하고 이 기술이 적용된 서버용 DDR5를 인텔에 제공해 ‘인텔 데이터센터 메모리 인증 프로그램’ 검증 절차에 돌입했다고 30일 밝혔다.이 프로그램은 인텔의 서버용 플랫폼인 제온 스케일러블 플랫폼에 사용되는 메모리 제품의 호환성을 공식 인증하는 프로그램이다.인텔에 제공된 DDR5 제품은 동작속도가 6.4Gbps다. SK하이닉스는 “현재 시장에 나와 있는 DDR5 중 최고 속도를 구현했다. 이는 DDR5 초창기 시제품보다 데이터 처리 속도가 33% 향상된 것”이라고 설명했다.,https://www.itbiznews.com//news/articleView.html?idxno=100586&page=3&total=6183,최태우,"#반도체,#D램,#DDR5,#HKMG,#인텔,#SK하이닉스",https://www.cwn.kr./thumbnail/202305/100586_96518_2346_v150.jpg
54,"2023.05.30 10:00",“챗GPT가 일으킨 자신감”…엔비디아 시총 1조 달러 반도체 기업 등극하나,기술 성장에 대한 기대감이 돌아왔다. 인플레이션과 경기침체에 대한 우려 기술 기업들과 긴밀한 관계를 맺었던 실리콘밸리 파산 등의 요인으로 추락하던 기술 성장주가 최근 급등하면서 성장에 대한 기대감을 높이고 있는 것이다.26일(미국시간) 기준 기술주를 대표하는 미국 나스닥 지수는 5주 연속 상승세로 마감하면서 올해 24% 상승이라는 반등을 이뤄냈다. 특히 미국 연방정부의 부채한도 협상 지연이라는 악재 속에서도 지난 2주간 5% 이상의 지수 급상승을 이뤄내 뚜렷한 상승 반전의 양상을 나타냈다.이를 주도한 것은 미국의 반도체 기업 엔비,https://www.itbiznews.com//news/articleView.html?idxno=100582&page=3&total=6183,오현식,"#엔비디아,#1조달러 클럽,#AI,#인공지능,#AI반도체",https://www.cwn.kr./thumbnail/202305/100582_96513_5831_v150.jpg
55,"2023.05.26 16:00",기계연 유럽 기계기술 강국과 공동연구 확대…로봇·제조분야 연구협력 ‘맞손’,한국기계연구원이 스페인 그리스 연구기관과 첨단 로봇·제조 분야 기술협력을 골자로 하는 협약을 체결하고 유럽 내 국제협력 확대에 속도를 낸다. 기계연은 26일(현지시간) 그리스 파트라스 대학에서 EU 산하기구 유럽혁신기술연구소(EIT) 제조분야 산·학·연 협의체(EIT Manufacturing) 파트라스대학교 산하 제조시스템·자동화 연구소와 제조장비 분야 국제공동연구 수행과 기관 간 정보 교류 등 포괄적 국제협력 추진을 골자로 하는 3자 간 협약을 체결했다고 밝혔다.박상진 원장 등 기계연 방문단은 LMS의 연구시설을 견학하고 EU,https://www.itbiznews.com//news/articleView.html?idxno=100334&page=3&total=6183,최태우,"#기계기술,#EU,#첨단제조,#로보틱스,#호라이즌유럽,#기계연",https://www.cwn.kr./thumbnail/202305/100334_96254_3017_v150.jpg
56,"2023.05.26 07:05",네이버클라우드 호반건설과 국내 첫 건설현장 이음5G 실증,네이버클라우드가 호반건설과 함께 호반건설의 ‘화성비봉B2 호반써밋 아파트’ 건설현장에 이음5G(5G 특화망)를 구축하고 효용성을 실증했다고 밝혔다. 네이버클라우드는 이번 실증을 통해 이음5G로 건설 솔루션을 운영해 현장 내 작업효율성 향상은 물론 안전 강화에 기여할 것으로 기대했다.이음5G는 통신사가 제공하는 공용 5G통신망과 구분되는 개념으로 건물 공장 등 특정 지역에만 제공되는 프라이빗 맞춤형 통신망이다.건설 현장은 음영지역이 공용 통신망이 연결되지 않는 음영지역 발생 확률이 높아 IT기술을 활용이 어려웠으나 이음5G를 통해,https://www.itbiznews.com//news/articleView.html?idxno=100244&page=3&total=6183,오현식,"#네이버클라우드,#이음5G,#5G특화망",https://www.cwn.kr./thumbnail/202305/100244_96146_3732_v150.jpg
57,"2023.05.25 17:00",인텔 10나노(nm) FPGA ‘R-Tile 내장 애질렉스7’ 양산 개시,인텔이 R-타일(R-Tile)이 내장된 필드프로그래머블어레이(FPGA) 제품인 애질렉스7(Intel Agilex 7)의 본격적인 양산 소식을 전했다. 10나노(nm) 공정기술로 양산되는 애질렉스7은 PCIe 5.0 및 컴퓨트익스프레스링크(CXL) 기능 이 인터페이스를 지원하는 하드IP(Hard IP) 등을 지원하는 R-타일(R-Tile) 칩렛(Chiplet)이 적용됐다.또 ‘임베디드 멀티다이 인터커넥트 브릿지(EMIB)’ 기술로 트랜시버 칩렛에 연결된 중앙의 FPGA 패브릭 칩렛을 갖춘 이기종 멀티다이 아키텍처가 적용됐다. 그간,https://www.itbiznews.com//news/articleView.html?idxno=100188&page=3&total=6183,최태우,"#반도체,#FPGA,#애질렉스,#칩렛,#R-타일,#양산,#인텔",https://www.cwn.kr./thumbnail/202305/100188_96098_4710_v150.jpg
58,"2023.05.25 09:23",메타 대규모 다국어음성인식 AI모델 오픈소스 공개,메타가 4천여개 이상의 음성언어를 식별하고 1100개의 언어의 음성·텍스트 변환하는 ‘대규모 다국어음성인식(MMS)’ 인공지능(AI) 모델을 오픈소스로 공개했다.메타는 이번에 공개하는 AI 모델은 음성·텍스트 변환이 가능한 언어의 수를 10배 확대하고 음성으로 식별 가능한 언어의 수를 40배가량 늘렸다는 점에서 의의가 있다고 설명했다.메타는 이 모델의 우수한 성능도 특징으로 꼽았다. 메타에 따르면 음성 변환 언어의 수를 1107개로 18배 늘렸지만 문자 오류율은 0.4% 증가에 그쳤으며 오픈AI의 음성인식 모델 ‘위스퍼’와,https://www.itbiznews.com//news/articleView.html?idxno=100126&page=3&total=6183,오현식,"#메타,#음성인식,#인공지능,#AI모델,#음성·텍스트 변환,#MMS",https://www.cwn.kr./thumbnail/202305/100126_96065_1656_v150.jpg
59,"2023.05.25 09:00",네이버 한국수자원공사와 물관리 디지털트윈(DW) 서비스 구축 협력,네이버클라우드 네이버랩스 한국수자원공사가 물관리 플랫폼 기반의 디지털트윈(DW) 서비스 구축을 위한 업무협약을 체결했다. 3사는 각사가 보유한 기술 노하우를 공유해 국내외 다양한 사업 발굴에서도 협력한다는 방침이다.먼저 네이버랩스는 인공지능(AI) 기반 디지털트윈(DW) 개발 솔루션인 ‘어라이크’를 활용해 실제 도시와 똑같은 3D 모델 기반의 가상 시뮬레이션으로 문제를 분석하고 재난을 예측할 수 있는 솔루션을 제공할 계획이다.네이버클라우드는 디지털트윈 서비스의 인프라 컨설팅과 구축·운영에 걸친 전 과정을 클라우드 플랫폼에서 안,https://www.itbiznews.com//news/articleView.html?idxno=100046&page=3&total=6183,오현식,"#네이버,#네이버클라우드,#디지털트윈,#한국수자원공사,#네이버랩스",https://www.cwn.kr./thumbnail/202305/100046_96064_925_v150.jpg
60,"2023.05.25 08:40",中企·지역 상생성장 도모…삼성 ‘스마트공장 3.0’ 지원 사업 개시,삼성전자가 ‘스마트공장 3.0’ 지원 사업을 본격화한다. 이 사업은 인공지능(AI)과 데이터 기술을 활용해 중소기업 제조현장을 지능형 공장으로 고도화하는 것을 목표로 추진된다. 삼성전자는 매년 100억원씩 3년간 총 300억원을 투자해 600개 중소기업에 스마트공장 구축·고도화를 지원한다.삼성전자는 인구소멸 위험 지역 소재 중소기업을 우선지원 대상으로 선정해 지역 경제활성화를 도모하고 지방자치단체와 스마트공장 수혜 기업과 함께 지자체별로 진행하는 '자생적 지역 스마트공장 생태계' 확산도 지원해 국토 균형발전에도 기여한다는 계획이다,https://www.itbiznews.com//news/articleView.html?idxno=100078&page=3&total=6183,오현식,"#삼성전자,#스마트공장,#중소기업 지원,#중소벤처기업부,#중소기업중앙회",https://www.cwn.kr./thumbnail/202305/100078_95987_618_v150.jpg
