news_date,news_title,news_text_sm,url_in,news_writer,tags_string,thumb_addr
2023.06.19 16:00,KAIST 김상식 교수팀 광반도체 소자 집적도 개선 메커니즘 발견,카이스트(KAIST)는 전기및전자공학부 김상식 교수 연구팀이 광반도체 소자의 집적도를 100배 이상 높일 수 있는 새로운 광 결합 메커니즘을 발견했다고 19일 밝혔다. 집적 광학 반도체 기술은 라이다 양자센터 등 복잡한 광학 시스템을 단일 칩으로 구현한 것이다. 기존의 반도체 기술에서 5나노(nm) 2나노 등의 단위로 얼마나 작은 회로선폭을 구현하느냐가 관건이라면 광반도체 소자에서 집적도를 높이는 것은 성능 가격 에너지 효율 등을 결정짓는 핵심기술이다.하나의 칩당 구성할 수 있는 소자 수의 정도를 나타내는 집적도가 높을수록,https://www.itbiznews.com//news/articleView.html?idxno=102612,최태우,"#광반도체,#집적도,#메커니즘,#광자 간 혼선,#누설파,#KAIST",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102612_98573_4010_v150.jpg
2023.06.19 11:25,한화솔루션 반도체·자동차 부품 산단 ‘H-테크노밸리’ 조성 본격화,한화솔루션이 경기도 화성시에 반도체와 자동차 부품 특화단지인 ‘H-테크노밸리’를 조성한다. 2027년까지 민관합동개발 형태로 약 3800억원을 투입해 한국 소부장(소재/부품/장비) 산업단지 구축이 목표다.한화솔루션은 지난 14일 화성시가 H-테크노밸리의 일반산업단지계획을 승인·고시했다고 19일 밝혔다. H-테크노밸리는 화성시 양감면 요당리 일대에 조성 예정인 산업단지다. 약 74만㎡ 규모 부지에 반도체와 자동차 부품 전문기업들이 입주하게 된다.산업단지계획이 승인되면서 한화솔루션은 올해 하반기부터 토지 보상과 사전청약 등 사업에 본,https://www.itbiznews.com//news/articleView.html?idxno=102593,박인환,"#소부장,#산업단지,#화성시,#H-테노로밸리,#한화솔루션",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102593_98558_131_v150.jpg
2023.06.19 09:20,SKT 美 실리콘밸리서 K-AI 동맹 강화 모색,SK텔레콤이 지난 16일(현지시간) 실리콘밸리에서 유영상 사장을 비롯해 ‘K-AI 얼라이언스’ 파트너사 대표들이 모여 글로벌 AI 생태계를 선도하기 위한 사업 협력 강화안을 논의했다고 밝혔다.이번 자리는 지난 2월 열린 ‘MWC 2023’에서 AI 사업을 협력하고 글로벌 진출을 함께 추진하기 위한 ‘K-AI 얼라이언스’ 출범을 발표한 후 이어진 후속 행보다.SK텔레콤은 AI 기업인 씨메스(CMES) 마키나락스(MakinaRocks) 스캐터랩(Scatter Lab) 프렌들리에이아이(FriendliAI)가 이번 AI 동맹에 합류,https://www.itbiznews.com//news/articleView.html?idxno=102584,김소현,"#AI/ML,#RaaS,#스타트업,#K-AI 얼라이언스,#씨메스,#스캐터랩,#SK텔레콤",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102584_98543_356_v150.jpg
2023.06.17 10:00,삼성청년SW아카데미 누적 취업 4천명 돌파,삼성은 '삼성청년SW아카데미(SSAFY)’ 8기 수료식을 열고 SSAFY를 통한 누적 취업자 4000명을 돌파했다고 밝혔다. SSAFY는 삼성이 2018년 발표한 '경제 활성화와 일자리 창출 방안'의 일환으로 진행하고 있는 CSR 프로그램이다.SSAFY는 1년간 매일 8시간씩 총 1600시간의 집중적인 교육과 교육생간 협업 프로젝트 등을 통해 기업에 즉각 투입될 수 있는 역량을 갖춘 소프트웨어(SW) 개발자를 양성하고 있다.교육 과정은 무상으로 제공되며 교육생 전원에게 매달 100만원씩 교육지원금도 지급하고 있다. 채용 박람회,https://www.itbiznews.com//news/articleView.html?idxno=102485,오현식,"#삼성,#SSAFY,#청년아카데미,#청년취업",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102485_98515_5940_v150.jpg
2023.06.16 17:00,IBM 100큐비트 양자컴퓨터 성능 입증…“양자 유용성 단계 기대”,IBM이 과학저널 네이처에 양자컴퓨터가 100큐비트 이상의 규모에서 기존 컴퓨팅 방식을 뛰어 넘는 정확한 결과를 산출할 수 있음을 입증했다고 밝혔다. IBM의 이번 연구결과는 네이처 표지에 게재됐다. IBM은 이번 증명을 계기로 모든 IBM 퀀텀시스템을 100큐비트 이상의 양자 프로세서로 업그레이드할 방침이다.양자컴퓨팅의 궁극적인 목표 중 하나는 기존 컴퓨터로는 불가능했던 연산을 수행하는 것이다. 이를 통해 재료나 물질의 자연적 성질을 모형화하고 구성 요소들을 시뮬레이션해 더 나은 비료 혹은 더 향상된 배터리 신약 등의 개발을,https://www.itbiznews.com//news/articleView.html?idxno=102364,오현식,"#IBM,#양자 컴퓨팅,#양자 기술,#퀀텀시스템",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102364_98417_3343_v150.jpg
2023.06.16 16:05,“지난해 전세계 반도체 재료시장 매출 730억 달러 최고치 경신”,지난해 글로벌 반도체 재료시장 매출액이 사상 최고액을 기록했다. 대만은 13년째 1위 자리를 지켰고 일본은 유일하게 역성장했다.16일 국제반도체장비재료협회(SEMI)에 따르면 지난해 반도체 재료시장 매출액은 전년비 8.9% 늘어난 727억달러다. 이는 최대 매출을 기록한 2021년 668억달러를 넘어서는 실적이다.2022년의 웨이퍼 팹 재료 매출액은 전년비 10.5% 늘어난 447억달러로 집계됐다. 패키징 재료 매출액은 전년보다 6.3% 증가한 280억달러다. 특히 실리콘 전자가스 포토마스크 부문이 웨이퍼 팹 재료 시장의 성장,https://www.itbiznews.com//news/articleView.html?idxno=102469,최태우,"#반도체,#재료시장,#매출액,#파운드리,#패키징,#SEMI",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102469_98415_2736_v150.jpg
2023.06.16 10:50,미르 AMR 안전기능 ISO13849-1 국제인증 획득,미르(MiR)가 자율이동로봇(AMR) 안전기능 ISO13849-1 표준을 만족시킴을 독일 TUV라인란드로부터 검증받았다고 전했다. 미르는 ‘MiR600’과 ‘MiR1350’ 등 AMR 2종에 탑재된 13개 안전기능에 대해 ISO13849-1 인증을 획득했다.TUV라인란드는 국제표준 인증기관으로 ISO13849-1 산업 표준에 따라 미르의 MiR600과 MiR1350 자율이동로봇의 안전 기능 품질이 안정적으로 보장되는지를 테스트하고 인증서를 발급했다. 이번 검증은 미르의 AMR 사용 고객이 국제 표준 준수와 안전 기능에 대한 독립적,https://www.itbiznews.com//news/articleView.html?idxno=102356,오현식,"#미르,#자율이동로봇,#AMR,#자율이송로봇",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102356_98301_136_v150.jpg
2023.06.15 15:00,슈나이더 3D 모델링 툴 ‘머신 엑스퍼트 트윈’ 업데이트,슈나이더일렉트릭이 자사 기술 아키텍처이자 플랫폼인 에코스트럭처(EcoStruxure)에 디지털트윈(DW) 기반 소프트웨어(SW) 제품군 ‘에코스트럭처 머신 엑스퍼트 트윈(EcoStruxure Machine Expert Twin)’을 업데이트했다고 전했다.자동화 프로젝트가 지연되면 설비의 운영비용이 늘고 영업손실로 이어질 수 있다. 시운전의 절반 이상을 컨트롤 SW 프로토콜 및 통합과 관련된 문제를 식별·해결하는데 사용하고 있다. 원활한 설비 운영을 위해서는 전체 기계수명주기를 관리하고 문제가 생겨도 빠르게 조치하는 것이 중요하다.,https://www.itbiznews.com//news/articleView.html?idxno=102286,최태우,"#산업용IoT,#IIoT,#디지털트윈,#DW,#시뮬레이션,#에코스트럭처,#3D모델링,#운영효율성,#슈나이더일렉트릭",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102286_98239_245_v150.jpg
2023.06.15 10:22,판스텔 매터(Matter) 스마트홈 설계용 모듈 ‘WT02E40E’ 공개,하드웨어·펌웨어 엔지니어링 기업 판스텔(Fanstel)이 매터 스마트홈 애플리케이션 개발을 위한 새로운 모듈 제품군을 출시했다.15일 판스텔에 따르면 새로운 매터(Matter) 스마트홈 제품의 개발 프로세스 간소화를 지원하는 ‘WT02E40E 시리즈’ 모듈에 노르딕 nRF5340 시스템온칩(SoC)과 nRF7002 와이파이6 컴패니언IC가 도입됐다.스마트홈 애플리케이션을 위한 통합 애플리케이션 계층을 생성하는 매터는 CSA(Connectivity Standards Alliance)가 주도하는 최신 표준이다.판스텔 WT02E40E,https://www.itbiznews.com//news/articleView.html?idxno=102270,최태우,"#산업용IoT,#IIoT,#저전력RF,#스마트홈,#매터,#판스텔,#노르딕세미컨덕터",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102270_98219_5033_v150.jpg
2023.06.15 09:10,올해 1분기 반도체 장비 매출 268억 달러…전분기비 소폭 하락,올해 1분기 전세계 반도체 장비 매출이 전분기비 3% 줄어든 것으로 조사됐다. 대만 중국 등 대다수 지역에서 역성장했으나 북미지역은 유일하게 51% 매출 성장을 기록했다.15일 국제반도체장비재료협회(SEMI)가 발간한 ‘반도체 장비시장통계 보고서(WWSEMS)’에 따르면 올해 1분기 글로벌 반도체 장비시장 매출은 268억달러다. 이는 전년동기비 9% 늘었으나 전분기비 3% 줄어든 수치다.반도체 장비 매출이 줄어든 이유로는 올해 초부터 이어진 반도체 수요 약세에 기인한 것으로 SEMI는 분석했다. 1분기 실리콘웨이퍼 출하량 또한,https://www.itbiznews.com//news/articleView.html?idxno=102268,최태우,"#반도체,#장비시장,#실리콘웨이퍼,#대만,#한국,#삼성전자,#SK하이닉스,#SEMI",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102268_98216_5822_v150.jpg
