news_date,news_title,news_text_sm,url_in,news_writer,tags_string,thumb_addr
2023.06.20 09:37,“중견기업 4곳 중 1곳 5년간 데이터 손실 경험”,아크서브가 백업 강조의 달인 6월을 맞아 디멘셔널리서치와 함께 실시한 조사결과를 발표했다. 이에 따르면 중견기업 4곳 중 1곳(76%)이 지난 5년간 데이터 손실을 경험한 가운데 전세계 기업 중 25%가 재해복구 계획을 수립하지 않았다.이러한 결과는 높아지는 데이터 위험에도 실제 기업의 데이터 보호 역량과 노력이 부족함을 보여준다. 조사에서 문서화되고 검증된 최신 재해 복구 계획을 갖춘 기업은 단 24%에 불과했으며 응답자의 45%는 데이터 손실 후 모든 데이터를 복구할 수 없었다고 답했다.심지어 중견기업 중 77%는 명확하게,https://www.itbiznews.com//news/articleView.html?idxno=102633,오현식,"#아크서브,#데이터 보호,#백업,#복구",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102633_98668_2049_v150.jpg
2023.06.16 15:19,구인구직 사이트 주소 모방한 악성코드 공격 발견 ‘주의보’,국내 구인구직 사이트와 유사한 도메인을 이용한 악성코드 공격이 발견됐다. 구인구직 사이트와 유사한 악성 URL을 이용한 공격은 2021년 상반기 최초로 발견됐으나 최근 들어 공격 빈도가 커져 각별한 주의가 요구된다.16일 이스트시큐리티에 따르면 이번 공격은 기존에 공개된 다수 공격과 유사하게 입사지원서 이메일을 위장한 피싱메일을 활용했다.주목할 점은 이메일 내 첨부돼 있는 악성링크의 도메인 주소를 실제 존재하는 국내 구인구직 사이트와 유사하게 생성한 것인데 마치 실제 구인구직 사이트를 통해 파일이 내려오는 것처럼 보이도록 유도한,https://www.itbiznews.com//news/articleView.html?idxno=102470,김소현,"#보안,#악성코드,#해킹,#멀웨어,#C&C서버,#ESRC",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102470_98418_4912_v150.jpg
2023.06.16 11:00,파수 원주시청에 ‘랩소디에코 클라우드’ 공급,파수가 16일 원주시청이 클라우드 기반 외부 협업 플랫폼으로 ‘랩소디에코클라우드’를 도입하기로 했다고 전했다. 파수는 원주시청 사례를 기점으로 최근 공공기간 대상으로 서비스형 소프트웨어(SaaS) 공급을 본격화할 방침이다. 원주시는 지리정보시스템(GIS)을 통해 지적도와 지형도 건물 정보 등 다양한 자료를 도시계획에 활용하고 있다.그간 원주시는 지리정보를 민간 시공업체 등 외부 제공할 때 서약서 등으로 무분별한 데이터 사용·유출을 방지해 왔으나 데이터 보호의 중요성에 맞춰 보다 근본적인 정보 관리 체계 마련을 위해 파수의 랩소디,https://www.itbiznews.com//news/articleView.html?idxno=102404,오현식,"#파수,#랩소디에코",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102404_98406_4148_v150.jpg
2023.06.16 09:28,개인정보위 인터파크 등 8개사에 ‘개인정보 유출’ 과징금 부과,인터파크 등 8개사가 개인정보 대량 유출 등의 이유로 16억원이 넘는 과징금을 내게 됐다. 개인정보보호위원회는 지난 14일 전체회의에서 개인정보가 대량 유출된 인터파크 등 8개 사업자에 총 16억6000만원 규모의 과징금을 부과하기로 의결했다.16일 개인정보위에 따르면 인터파크는 비정상적인 로그인 시도에 대응할 수 있는 차단 조치를 하지 않아 해커의 공격으로 회원 개인정보 78만4920건이 유출됐다. 이에 인터파크에 10억2645만원의 과징금과 360만원의 과태료 시정명령 처분을 내렸다.또 리본즈는 명품 온라인쇼핑몰을 운영하면서,https://www.itbiznews.com//news/articleView.html?idxno=102348,박인환,"#보안,#개인정보유출,#인터파크,#리본즈,#플로,#과징금,#개인정보위",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102348_98399_1150_v150.jpg
2023.06.15 13:00,“클라우드 보안 3년 내 SOC에서 통합·관리될 것”,트렌드마이크로가 향후 클라우드 보안팀이 기업의 보안운영센터(SOC)로 흡수·통합될 것이라는 예측을 내놨다. 보안 효율성 증대를 위해 SOC에서 더 많은 권한을 가져간다는 것으로 트렌드마이크로는 클라우드 보안팀과 SOC 통합이 2026년 대부분의 기업에서 완료될 것으로 전망했다. 클라우드 활용이 보편화되면서 클라우드 보안팀의 역할도 증대되고 있다. 이에 클라우드 보안업무를 포함한 부서 전체를 SOC에 통합해 운영하는 것이 보안 전반의 효율성을 높여야 한다는 요구도 높아지고 있다.실제 활용가능한 SOC 툴에 클라우드 보호 기능이 탑재,https://www.itbiznews.com//news/articleView.html?idxno=102216,오현식,"#클라우드 보안,#트렌드마이크로",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102216_98228_3141_v150.jpg
2023.06.15 09:41,운영간소화 신규 솔루션 공개한 하시코프 “아이덴티티 보안 확장”,하시코프가 사용자 컨퍼런스인 ‘하시데이’를 열고 신규 솔루션을 공개했다. 액세스권한관리(PAM) 솔루션인 ‘하시코프 바운더리 엔터프라이즈’ 시크릿 관리 간소화를 위한 SaaS 기반 ‘하시코프 클라우드 플랫폼(HCP) 볼트 시크릿’ 등 다수 포트폴리오 부문에서 솔루션을 확장했다고 이 회사는 밝혔다.하시코프는 아이덴티티 보안 포트폴리오를 확대하면서 동적 클라우드 환경에서 아이덴티티 기반 보안 접근성을 강화했다고 강조했다.하시코프 아몬 데드가 최고기술책임자(CTO)는 “새로운 솔루션은 멀티클라우드 환경에서 중요한 보안 문제를 해결할 수,https://www.itbiznews.com//news/articleView.html?idxno=102211,오현식,"#하시코프,#아이덴티티 보안,#클라우드 보안",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102211_98152_3539_v150.jpg
2023.06.14 09:00,“지금 당장 비밀번호 바꿔라”…개인정보 위협하는 ‘크리덴셜 스터핑’ 주의보,“주부 A씨는 여러 플랫폼에서 상품의 가격 비교를 한 뒤 식자재를 주문했다. 며칠 전 홈쇼핑 채널에서 봤던 봄 재킷이 생각나 홈쇼핑 웹사이트를 접속해 옷을 구매한 후 OTT 서비스를 접속하여 화장실 청소를 하느라 보다만 드라마를 정주행하기 시작했다. 주부 A씨는 이 모든 플랫폼 사용에 같은 아이디와 비밀번호를 사용한다고 답했다. 각기 다른 여러 아이디와 비밀번호를 모두 기억하는 것이 번거롭기 때문이다.”이처럼 현재 많은 사람이 하나의 아이디와 비밀번호로 여러 플랫폼과 웹사이트를 사용하고 있다. 통일된 아이디와 비밀번호의 사용이 기,https://www.itbiznews.com//news/articleView.html?idxno=102136,김은지·배지은 연세대 ISSU 학회원,"#보안,#네트워크,#개인정보,#해킹,#크리덴셜 스터핑,#다크웹,#공개키,#다중인증,#연세대 ISSU",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/102136_98076_225_v150.jpg
2023.06.12 14:00,스마트폰 스크린 해킹 늘었다…‘고스트터치’ 공격 주의보,노드VPN이 스크린 해킹을 경고했다. ‘고스트터치’라는 공격 기법으로 스마트폰을 해킹해 피해를 입히는 사이버 범죄가 성행하고 있다는 것이다.12일 노드VPN에 따르면 최근 구글에서 ‘휴대전화의 잠금이 자동으로 풀림’과 같은 내용을 검색하면 2억9000만건 이상의 결과가 나올 정도로 사용자의 잠금해제 동작 없이도 잠금이 풀리는 경우가 다수 발견되고 있다.다만 이 원인은 단순 버그가 아닌 고스트터치 공격으로 인한 현상일 수 있다는 것이다.고스트터치는 사용자 휴대기기를 원격해킹하는 최신 스크린 해킹공격 방법이다. 공격자가 전자기 신호를,https://www.itbiznews.com//news/articleView.html?idxno=101824,오현식,"#스크린 해킹,#모바일 공격,#노드VPN",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/101824_97804_1215_v150.jpg
2023.06.09 09:39,아크서브 DCIG 평가에서 최상위 데이터 보호 솔루션 선정,아크서브가 자사 백업 솔루션 ‘아크서브 UDP 9.0’이 글로벌 IT분석업체인 DCIG로부터 최상위 백업데이터 보호 솔루션으로 선정됐다고 전했다. DCIG는 아크서브 UDP 9.0의 랜섬웨어 데이터 보호 기능을 비롯해 백업·복구 복잡성 관리 등 항목에서 높은 평가를 내렸다. DCIG 제롬 웬트 CEO는 아크서브 UDP의 다중백업과 재해복구(DR) 기능에 대해 “아크서브 UDP는 조직이 일상적으로 사용하는 고급 데이터 보호 기능을 기본으로 제공하고 있다. 에이전트 기반 백업 옵션과 에이전트 없는 백업 옵션을 모두 제공해 특정 애플리케,https://www.itbiznews.com//news/articleView.html?idxno=101695,오현식,"#아크서브,#데이터 보호,#백업,#재해복구,#DR",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/101695_97647_933_v150.jpg
2023.06.08 13:45,아이덴티티 보안 최적화…옥타 ‘시큐리티센터’ 정식 출시,옥타가 ‘시큐리티센터’를 정식 출시한다고 밝혔다. 시큐리티센터는 ‘옥타 커스터머아이덴티티클라우드’의 인사이트를 활용해서 인증 이벤트 잠재적 보안 사건 위협 대응 효능에 대한 단일 뷰를 제공하고 아이덴티티 보안 태세 최적화를 지원하는 솔루션이다.버라이즌의 ‘2022 데이터 침해 조사 보고서’에 따르면 기업 침해 사고의 80%가 아이덴티티 솔루션 침해와 관련됐으며 민감한 의료 데이터부터 고객 로열티 포인트까지 모든 것을 노리는 계정 탈취(account takeover) 공격은 가장 빈번하고 많은 비용을 초래하는 사이버위협으로 꼽힌,https://www.itbiznews.com//news/articleView.html?idxno=101523,오현식,"#옥타,#아이덴티티,#아이덴티티 보안,#계정 보안",https://www.cwn.krhttps://cdn.itbiznews.com/news/thumbnail/202306/101523_97422_1846_v150.jpg
